Team,win_percentage,season,Player 1 age,Player 1 player_height,Player 1 player_weight,Player 1 college,Player 1 country,Player 1 draft_year,Player 1 draft_round,Player 1 draft_number,Player 1 gp,Player 1 pts,Player 1 reb,Player 1 ast,Player 1 net_rating,Player 1 oreb_pct,Player 1 dreb_pct,Player 1 usg_pct,Player 1 ts_pct,Player 1 ast_pct,Player 2 age,Player 2 player_height,Player 2 player_weight,Player 2 college,Player 2 country,Player 2 draft_year,Player 2 draft_round,Player 2 draft_number,Player 2 gp,Player 2 pts,Player 2 reb,Player 2 ast,Player 2 net_rating,Player 2 oreb_pct,Player 2 dreb_pct,Player 2 usg_pct,Player 2 ts_pct,Player 2 ast_pct,Player 3 age,Player 3 player_height,Player 3 player_weight,Player 3 college,Player 3 country,Player 3 draft_year,Player 3 draft_round,Player 3 draft_number,Player 3 gp,Player 3 pts,Player 3 reb,Player 3 ast,Player 3 net_rating,Player 3 oreb_pct,Player 3 dreb_pct,Player 3 usg_pct,Player 3 ts_pct,Player 3 ast_pct,Player 4 age,Player 4 player_height,Player 4 player_weight,Player 4 college,Player 4 country,Player 4 draft_year,Player 4 draft_round,Player 4 draft_number,Player 4 gp,Player 4 pts,Player 4 reb,Player 4 ast,Player 4 net_rating,Player 4 oreb_pct,Player 4 dreb_pct,Player 4 usg_pct,Player 4 ts_pct,Player 4 ast_pct,Player 5 age,Player 5 player_height,Player 5 player_weight,Player 5 college,Player 5 country,Player 5 draft_year,Player 5 draft_round,Player 5 draft_number,Player 5 gp,Player 5 pts,Player 5 reb,Player 5 ast,Player 5 net_rating,Player 5 oreb_pct,Player 5 dreb_pct,Player 5 usg_pct,Player 5 ts_pct,Player 5 ast_pct
POR,0.256,2005,24.0,205.74,114.758776,11,0,2001,1,19,74,18.0,8.0,1.9,-11.7,0.09,0.195,0.288,0.483,0.111,24.0,205.74,95.25432,0,0,2000,1,3,40,14.0,4.6,1.8,-8.9,0.023,0.14,0.256,0.48,0.106,27.0,190.5,74.389088,26,0,2002,1,17,76,12.3,2.3,2.0,-11.0,0.018,0.093,0.249,0.516,0.144,21.0,182.88,72.57472,0,0,2004,1,13,68,9.5,1.8,3.6,-12.2,0.0139999999999999,0.075,0.222,0.491,0.273,26.0,190.5,78.017824,26,0,2003,2,38,68,8.2,2.1,4.5,-11.8,0.017,0.083,0.157,0.5489999999999999,0.2769999999999999
PHX,0.756,2004,22.0,208.28,111.13004,0,0,2002,1,9,80,26.0,8.9,1.6,10.8,0.088,0.177,0.286,0.617,0.075,27.0,200.66,103.418976,28,0,1999,1,9,81,19.4,11.3,1.9,10.8,0.085,0.223,0.212,0.556,0.072,24.0,200.66,104.32616,128,0,2001,1,10,82,17.1,5.1,3.5,9.4,0.042,0.094,0.19,0.556,0.13,31.0,190.5,88.45044,141,5,1996,1,15,75,15.5,3.3,11.5,13.3,0.025,0.078,0.205,0.606,0.46,25.0,198.12,104.32616,74,0,2000,1,18,79,14.9,6.1,2.0,9.3,0.035,0.138,0.188,0.522,0.077
MIA,0.72,2004,23.0,193.04,96.161504,27,0,2003,1,5,77,24.1,5.2,6.8,8.0,0.045,0.109,0.306,0.561,0.303,33.0,215.9,147.4174,46,0,1992,1,1,73,22.9,10.4,2.7,10.8,0.124,0.2239999999999999,0.303,0.583,0.149,33.0,198.12,90.7184,58,0,1994,1,10,80,12.7,5.1,2.7,9.9,0.016,0.144,0.166,0.556,0.1119999999999999,28.0,190.5,83.91452,44,0,0,8,0,82,11.6,2.8,4.3,9.9,0.0069999999999999,0.095,0.154,0.625,0.201,25.0,203.2,103.418976,2,0,0,8,0,80,10.9,9.1,1.4,9.2,0.11,0.208,0.148,0.588,0.061
SAS,0.72,2004,29.0,210.82,117.93392,62,18,1997,1,1,66,20.3,11.1,2.7,16.7,0.111,0.2769999999999999,0.291,0.54,0.151,23.0,187.96,80.28578399999998,0,1,2001,1,28,80,16.6,3.7,6.1,9.7,0.02,0.107,0.25,0.528,0.3229999999999999,27.0,198.12,92.98636,0,23,1999,2,57,74,16.0,4.4,3.9,16.6,0.0409999999999999,0.136,0.242,0.609,0.217,32.0,200.66,108.86208,33,0,1994,1,1,9,10.0,2.7,0.9,-8.5,0.0279999999999999,0.135,0.2689999999999999,0.517,0.105,27.0,208.28,113.398,43,0,1998,1,29,77,9.5,7.6,0.4,-4.6,0.14,0.2,0.19,0.521,0.0289999999999999
DAL,0.707,2004,27.0,213.36,111.13004,0,13,1998,1,9,78,26.1,9.7,3.1,9.7,0.037,0.236,0.286,0.578,0.138,32.0,200.66,102.0582,54,0,1995,1,21,64,15.7,4.1,2.6,8.2,0.022,0.099,0.195,0.519,0.111,30.0,198.12,98.883056,4,0,1995,1,3,56,14.9,3.3,2.3,4.1,0.027,0.0969999999999999,0.25,0.525,0.1369999999999999,25.0,200.66,95.25432,62,0,2003,1,29,76,12.6,6.4,1.4,9.2,0.079,0.139,0.185,0.535,0.069,27.0,187.96,81.64656,13,0,1999,1,10,80,12.4,2.4,5.4,9.8,0.018,0.067,0.181,0.606,0.2789999999999999
DET,0.659,2004,27.0,200.66,87.543256,45,0,1999,1,7,76,18.7,3.9,4.9,7.8,0.03,0.087,0.249,0.528,0.226,28.0,190.5,91.625584,101,0,1997,1,3,80,16.5,3.4,5.8,6.8,0.02,0.089,0.207,0.609,0.2769999999999999,25.0,205.74,97.52228,43,0,2002,1,23,82,14.7,5.3,3.0,7.8,0.051,0.113,0.188,0.556,0.14,30.0,210.82,104.32616,4,0,1995,1,4,79,14.5,8.2,1.8,7.5,0.076,0.2019999999999999,0.223,0.499,0.094,30.0,205.74,108.86208,102,0,0,8,0,74,9.7,12.2,1.7,7.6,0.126,0.257,0.152,0.4589999999999999,0.075
SEA,0.634,2004,29.0,195.58,92.98636,45,0,1996,1,5,78,23.9,4.4,3.7,3.4,0.032,0.106,0.276,0.555,0.176,25.0,208.28,97.52228,0,0,1998,2,32,71,20.5,5.5,1.3,5.4,0.05,0.124,0.239,0.5710000000000001,0.064,24.0,208.28,106.140528,0,31,2001,1,12,63,11.8,4.6,1.4,8.2,0.036,0.155,0.191,0.534,0.076,30.0,193.04,92.98636,110,0,1997,1,4,75,11.2,2.3,4.1,4.2,0.012,0.089,0.1889999999999999,0.557,0.261,24.0,185.42,75.749864,139,0,2003,1,14,82,10.0,2.5,5.9,-0.5,0.026,0.071,0.174,0.504,0.304
HOU,0.622,2004,26.0,203.2,95.25432,0,0,1997,1,9,78,25.7,6.2,5.7,4.0,0.027,0.149,0.309,0.526,0.276,24.0,228.6,140.61352,0,19,2002,1,1,80,18.3,8.4,0.8,2.0,0.102,0.215,0.264,0.614,0.048,34.0,185.42,92.079176,91,0,0,8,0,80,11.9,2.9,3.3,-0.6,0.016,0.081,0.172,0.513,0.159,30.0,187.96,85.275296,156,0,0,8,0,74,11.8,2.8,3.6,4.4,0.022,0.105,0.2289999999999999,0.534,0.253,32.0,195.58,90.7184,36,0,1995,1,17,61,10.3,5.5,5.2,3.8,0.049,0.155,0.176,0.5329999999999999,0.266
SAC,0.61,2004,28.0,208.28,103.872568,0,22,1996,1,14,66,20.1,4.3,2.1,2.7,0.0279999999999999,0.0969999999999999,0.218,0.584,0.086,27.0,185.42,86.18248,13,0,1998,1,2,80,19.6,4.2,6.8,3.1,0.0279999999999999,0.091,0.236,0.5429999999999999,0.2769999999999999,29.0,193.04,97.52228,72,0,1998,2,41,66,17.2,3.5,2.8,0.9,0.021,0.087,0.214,0.555,0.122,29.0,213.36,118.38751200000002,33,0,0,8,0,56,15.6,9.3,3.9,4.9,0.077,0.198,0.175,0.596,0.16,27.0,200.66,111.13004,75,0,1999,1,22,73,12.4,7.3,2.1,-1.2,0.093,0.193,0.207,0.515,0.118
DEN,0.598,2004,21.0,203.2,99.79024,8,0,2003,1,3,75,20.8,5.7,2.6,3.6,0.064,0.124,0.29,0.526,0.129,27.0,205.74,106.140528,60,0,2000,1,1,70,15.5,7.3,2.4,1.7,0.076,0.184,0.235,0.521,0.131,29.0,187.96,90.7184,42,0,1999,1,8,82,13.6,4.1,6.9,3.3,0.042,0.095,0.196,0.541,0.315,29.0,165.1,60.327736,31,0,0,8,0,82,12.3,1.7,4.5,1.9,0.019,0.057,0.22,0.529,0.293,31.0,210.82,102.0582,71,0,1996,1,2,66,10.3,10.0,2.3,4.1,0.078,0.293,0.176,0.505,0.119
CHI,0.573,2004,22.0,210.82,129.27372,0,0,2001,1,4,63,16.1,5.4,0.6,-2.4,0.077,0.132,0.26,0.583,0.0409999999999999,24.0,190.5,86.18248,35,0,2003,1,7,77,15.7,3.9,6.4,-0.3,0.013,0.11,0.2239999999999999,0.495,0.318,22.0,190.5,90.7184,45,0,2004,1,3,82,15.1,2.6,2.0,4.0,0.031,0.086,0.3,0.526,0.165,20.0,203.2,99.79024,32,42,2004,1,7,61,11.7,5.3,2.2,4.1,0.064,0.15,0.225,0.496,0.141,25.0,200.66,102.0582,0,23,0,8,0,81,8.4,4.8,1.5,-3.8,0.0409999999999999,0.193,0.196,0.484,0.111
BOS,0.549,2004,27.0,198.12,104.32616,35,0,1998,1,10,82,21.6,6.6,4.2,3.5,0.032,0.176,0.265,0.583,0.1969999999999999,28.0,205.74,111.13004,43,0,1996,1,6,77,19.1,9.0,3.4,-8.6,0.068,0.212,0.272,0.478,0.163,25.0,200.66,88.45044,57,0,1998,1,21,82,16.0,3.0,3.0,-0.3,0.0289999999999999,0.078,0.235,0.547,0.163,36.0,193.04,81.64656,38,0,1990,1,2,77,11.3,3.1,6.1,1.6,0.022,0.085,0.17,0.537,0.2789999999999999,29.0,210.82,111.13004,35,0,1998,1,3,80,11.1,6.9,1.2,2.7,0.081,0.205,0.1669999999999999,0.5870000000000001,0.069
MEM,0.549,2004,24.0,213.36,108.86208,0,29,2001,1,3,56,17.8,7.3,2.4,4.1,0.089,0.183,0.26,0.5820000000000001,0.143,25.0,203.2,98.883056,2,0,2000,1,5,76,13.4,3.9,2.9,5.5,0.019,0.134,0.1969999999999999,0.614,0.1689999999999999,28.0,195.58,95.25432,94,0,1998,1,11,69,10.4,3.3,1.2,-1.7,0.04,0.148,0.249,0.515,0.106,29.0,185.42,86.18248,2,0,1998,1,7,71,10.1,1.7,5.6,1.7,0.011,0.061,0.195,0.522,0.3389999999999999,25.0,205.74,104.32616,46,0,2000,1,2,60,10.1,4.6,0.7,1.7,0.088,0.166,0.247,0.517,0.063
WAS,0.549,2004,23.0,190.5,86.636072,13,0,2001,2,30,80,25.5,4.7,5.1,1.5,0.027,0.104,0.271,0.565,0.2239999999999999,26.0,195.58,83.46092800000001,78,0,1998,1,8,61,22.0,6.3,4.7,2.8,0.034,0.151,0.264,0.523,0.214,29.0,205.74,104.32616,4,0,1998,1,4,68,19.6,7.6,2.3,1.8,0.066,0.158,0.237,0.506,0.1009999999999999,23.0,200.66,99.79024,19,0,2003,1,10,54,10.2,4.2,1.7,-2.9,0.0279999999999999,0.141,0.18,0.475,0.093,25.0,213.36,120.655472,4,0,2001,1,20,68,9.4,6.8,0.8,6.2,0.119,0.152,0.149,0.588,0.047
IND,0.537,2004,25.0,200.66,111.583632,52,0,1999,1,16,7,24.6,6.4,3.1,7.0,0.037,0.144,0.259,0.608,0.1639999999999999,26.0,210.82,109.769264,0,0,1996,1,17,44,24.3,8.8,1.9,0.3,0.066,0.225,0.36,0.52,0.124,27.0,203.2,98.883056,143,0,1997,2,42,51,18.7,4.9,2.3,3.1,0.0289999999999999,0.133,0.2739999999999999,0.518,0.133,27.0,190.5,88.45044,40,0,2001,1,27,40,15.4,4.0,6.4,3.4,0.024,0.12,0.258,0.518,0.35,39.0,200.66,88.45044,3,0,1987,1,11,66,14.8,2.4,2.2,4.6,0.01,0.074,0.204,0.5820000000000001,0.125
MIN,0.537,2004,29.0,210.82,99.79024,0,0,1995,1,5,82,22.2,13.5,5.7,1.2,0.095,0.303,0.2689999999999999,0.5670000000000001,0.264,28.0,200.66,110.676448,47,0,1999,1,6,81,15.5,3.7,2.4,1.7,0.039,0.095,0.213,0.595,0.125,21.0,205.74,88.45044,0,0,2003,1,26,2,13.5,8.0,0.5,17.9,0.109,0.208,0.23,0.541,0.033,35.0,190.5,83.91452,36,0,1993,1,24,59,13.5,2.7,5.1,2.9,0.019,0.092,0.258,0.529,0.336,34.0,195.58,88.45044,10,0,1992,1,24,80,12.8,3.2,2.2,-1.2,0.032,0.083,0.22,0.489,0.119
PHI,0.524,2004,30.0,182.88,74.84268,6,0,1996,1,1,75,30.7,4.0,7.9,0.3,0.018,0.089,0.347,0.532,0.361,32.0,208.28,111.13004,18,0,1993,1,1,67,19.5,9.1,4.7,0.9,0.062,0.2239999999999999,0.295,0.472,0.231,30.0,208.28,114.758776,58,0,1997,2,37,81,12.0,5.0,1.0,-0.5,0.104,0.13,0.226,0.5479999999999999,0.074,24.0,198.12,95.707912,149,0,2003,2,51,82,11.5,4.6,2.2,0.6,0.017,0.144,0.15,0.588,0.108,21.0,198.12,93.893544,13,0,2004,1,9,82,9.0,5.7,3.0,0.8,0.037,0.158,0.129,0.58,0.139
CLE,0.512,2004,20.0,203.2,108.86208,0,0,2003,1,1,80,27.2,7.4,7.2,1.9,0.038,0.17,0.297,0.5539999999999999,0.324,30.0,220.98,117.93392,0,12,1996,1,20,78,16.9,8.6,1.3,2.5,0.136,0.17,0.243,0.55,0.065,23.0,208.28,109.769264,35,0,2002,1,4,82,14.4,9.2,1.6,2.0,0.0969999999999999,0.262,0.218,0.5479999999999999,0.088,30.0,193.04,81.19296800000001,4,0,1996,2,37,76,12.8,2.1,5.1,-0.3,0.0139999999999999,0.057,0.187,0.495,0.237,25.0,200.66,94.347136,0,40,2002,1,16,71,6.5,2.4,1.5,-2.4,0.023,0.127,0.178,0.518,0.12
NJN,0.512,2004,28.0,198.12,99.79024,4,0,1998,1,5,77,24.5,5.2,4.2,0.1,0.042,0.125,0.31,0.541,0.2339999999999999,25.0,200.66,102.0582,13,0,2001,1,13,33,22.2,7.3,4.0,-5.3,0.044,0.166,0.283,0.537,0.204,32.0,193.04,95.25432,7,0,1994,1,2,66,14.4,7.4,8.3,4.5,0.045,0.193,0.209,0.506,0.368,21.0,213.36,108.86208,0,22,2002,1,24,75,10.0,5.3,1.0,1.4,0.098,0.15,0.19,0.547,0.067,29.0,200.66,97.52228,43,0,1997,1,6,18,7.6,2.2,1.1,-10.7,0.025,0.098,0.21,0.422,0.111
LAC,0.451,2004,25.0,198.12,102.0582,32,0,1999,1,13,66,22.2,6.0,3.4,-0.7,0.035,0.154,0.2739999999999999,0.574,0.1669999999999999,26.0,203.2,123.377024,32,0,1999,1,1,81,20.0,9.5,2.6,2.0,0.121,0.184,0.251,0.5539999999999999,0.128,25.0,198.12,103.418976,74,0,2001,2,41,75,16.4,5.9,2.7,0.4,0.055,0.131,0.208,0.54,0.126,26.0,200.66,98.429464,0,31,2000,2,30,50,9.9,3.2,6.1,1.3,0.016,0.1009999999999999,0.166,0.5,0.287,23.0,213.36,120.20188,124,0,2003,1,6,63,9.1,6.7,1.2,-4.4,0.1,0.204,0.188,0.522,0.077
ORL,0.439,2004,28.0,190.5,90.7184,26,0,1999,1,2,78,21.3,5.8,7.0,-0.3,0.049,0.12,0.284,0.521,0.315,32.0,203.2,102.0582,32,0,1994,1,3,67,19.7,4.7,3.3,-0.4,0.038,0.113,0.247,0.565,0.165,26.0,208.28,99.79024,0,4,2000,1,16,67,14.0,3.5,2.3,-1.8,0.039,0.108,0.246,0.532,0.153,19.0,210.82,113.398,0,0,2004,1,1,82,12.0,10.0,0.9,-2.0,0.124,0.222,0.168,0.5710000000000001,0.043,23.0,182.88,86.18248,190,0,2004,1,20,79,8.7,2.4,3.0,-3.7,0.036,0.0969999999999999,0.214,0.51,0.244
GSW,0.415,2004,24.0,198.12,102.0582,11,0,2001,1,5,72,21.7,5.9,3.9,-2.5,0.048,0.125,0.2689999999999999,0.518,0.185,26.0,190.5,101.151016,3,0,1999,1,3,46,19.2,3.8,7.9,2.2,0.022,0.104,0.278,0.515,0.391,25.0,210.82,111.13004,64,0,2001,1,14,70,15.4,10.8,1.4,-4.1,0.109,0.242,0.22,0.495,0.068,24.0,205.74,104.32616,32,0,2002,1,3,79,13.4,5.5,2.6,-1.2,0.039,0.149,0.191,0.539,0.127,30.0,185.42,90.7184,122,0,1996,1,24,74,11.9,2.9,4.1,-1.9,0.017,0.09,0.193,0.519,0.222
LAL,0.415,2004,26.0,198.12,99.79024,0,0,1996,1,13,66,27.6,5.9,6.0,-2.2,0.04,0.125,0.316,0.563,0.287,25.0,200.66,98.429464,45,0,2002,1,10,77,15.5,5.8,1.9,-4.1,0.06,0.124,0.206,0.528,0.091,25.0,208.28,102.0582,72,0,1999,1,4,64,15.2,10.2,3.7,-2.0,0.067,0.242,0.21,0.539,0.182,30.0,180.34,72.57472,127,0,0,8,0,82,13.6,2.4,4.4,-2.3,0.012,0.063,0.178,0.5579999999999999,0.201,25.0,213.36,120.20188,97,0,2000,1,7,75,9.8,6.7,0.7,-3.8,0.12,0.177,0.187,0.552,0.046
NYK,0.402,2004,28.0,187.96,90.7184,9,0,1996,1,4,82,21.7,3.0,8.1,-1.8,0.017,0.07,0.245,0.575,0.344,25.0,195.58,86.18248,18,0,2000,1,8,70,17.7,2.9,4.3,-4.4,0.0139999999999999,0.075,0.226,0.521,0.19,28.0,208.28,108.86208,104,0,1997,1,7,71,12.0,3.3,1.5,-5.9,0.027,0.1159999999999999,0.213,0.536,0.093,34.0,198.12,92.98636,105,0,1993,1,11,20,11.9,1.2,2.1,1.5,0.009,0.043,0.214,0.529,0.127,32.0,205.74,106.59412,73,0,1995,1,10,80,11.5,10.4,2.0,-3.4,0.068,0.271,0.165,0.488,0.09
TOR,0.402,2004,32.0,203.2,97.52228,18,0,1994,1,13,81,18.5,3.4,2.6,-3.6,0.018,0.099,0.255,0.562,0.14,21.0,208.28,106.59412,9,0,2003,1,4,81,16.8,8.9,1.9,-0.1,0.073,0.201,0.218,0.547,0.086,28.0,187.96,77.11064,98,0,1998,2,39,80,14.2,3.5,6.4,-1.3,0.017,0.1009999999999999,0.211,0.522,0.314,27.0,200.66,97.52228,11,0,2000,1,21,82,12.5,4.1,2.1,-0.3,0.032,0.122,0.1889999999999999,0.5429999999999999,0.11,32.0,205.74,104.32616,45,0,1994,1,4,65,11.5,6.6,1.2,1.7,0.064,0.2239999999999999,0.188,0.591,0.083
MIL,0.366,2004,25.0,198.12,97.068688,15,0,2000,2,43,75,23.0,4.2,2.3,-4.0,0.0289999999999999,0.099,0.2739999999999999,0.536,0.1119999999999999,27.0,195.58,100.697424,21,0,2000,1,17,80,17.2,3.9,2.7,-4.3,0.034,0.093,0.231,0.526,0.127,29.0,208.28,102.0582,26,0,1995,1,1,74,11.0,7.3,0.9,-2.6,0.089,0.188,0.157,0.564,0.047,22.0,185.42,85.728888,10,0,2003,2,47,80,10.2,3.1,6.1,-3.4,0.025,0.1009999999999999,0.198,0.504,0.3389999999999999,27.0,210.82,108.86208,3,39,2002,2,33,81,7.3,8.3,0.4,-2.3,0.165,0.266,0.157,0.551,0.026
POR,0.329,2004,23.0,205.74,114.758776,11,0,2001,1,19,46,18.9,9.6,1.9,-3.7,0.103,0.211,0.275,0.511,0.107,28.0,205.74,111.13004,7,0,1996,1,3,54,16.8,7.3,2.1,-5.4,0.079,0.161,0.22,0.581,0.106,31.0,177.8,78.92500799999999,13,0,1995,1,7,81,15.8,3.8,5.7,-4.3,0.024,0.102,0.235,0.51,0.283,23.0,205.74,95.25432,0,0,2000,1,3,63,12.8,4.7,2.0,-1.6,0.052,0.145,0.258,0.511,0.143,29.0,195.58,101.151016,60,0,1998,2,31,70,11.6,3.9,2.0,-2.1,0.079,0.0819999999999999,0.203,0.5579999999999999,0.12
UTA,0.317,2004,23.0,203.2,117.026736,32,0,2002,2,34,51,17.8,9.0,2.8,-4.3,0.098,0.222,0.243,0.56,0.147,24.0,205.74,92.98636,0,34,1999,1,24,41,15.6,6.2,3.2,2.5,0.084,0.148,0.217,0.599,0.178,29.0,200.66,104.779752,9,0,1998,1,15,78,14.0,6.2,1.8,-7.3,0.092,0.143,0.201,0.5489999999999999,0.0969999999999999,26.0,210.82,112.944408,0,4,2001,2,37,82,12.9,7.5,2.0,-5.8,0.1009999999999999,0.23,0.213,0.569,0.132,28.0,195.58,95.25432,150,27,0,8,0,63,12.3,3.2,1.4,-7.3,0.032,0.107,0.208,0.527,0.092
CHA,0.22,2004,22.0,208.28,114.305184,45,0,2004,1,2,73,15.1,10.9,0.9,-7.3,0.114,0.241,0.217,0.479,0.042,25.0,215.9,114.305184,0,24,2000,1,27,72,13.0,7.4,1.2,-8.8,0.108,0.162,0.183,0.55,0.063,22.0,200.66,97.52228,10,0,2001,1,25,70,11.1,5.5,2.0,-5.1,0.06,0.151,0.19,0.51,0.102,29.0,177.8,77.11064,59,0,1997,1,16,66,10.1,2.6,9.0,-5.7,0.012,0.092,0.184,0.495,0.462,25.0,195.58,97.52228,43,0,2003,2,43,74,9.6,3.1,1.8,-7.2,0.046,0.103,0.218,0.465,0.124
NOH,0.22,2004,30.0,205.74,107.954896,73,0,1999,2,43,68,14.2,4.4,1.6,-9.9,0.071,0.104,0.241,0.511,0.11,26.0,182.88,86.18248,14,0,2002,1,28,71,12.5,2.5,4.9,-9.3,0.019,0.086,0.2239999999999999,0.518,0.309,27.0,210.82,117.480328,43,5,2000,1,19,23,11.7,8.9,1.3,-9.3,0.124,0.2289999999999999,0.22,0.48,0.076,27.0,180.34,77.11064,158,0,2000,1,20,62,11.5,3.0,6.0,-5.4,0.021,0.095,0.2,0.493,0.33,35.0,210.82,108.408488,16,0,1992,2,29,82,10.8,9.0,2.2,-9.3,0.107,0.205,0.157,0.512,0.109
ATL,0.159,2004,25.0,205.74,113.398,0,0,1998,1,25,66,17.5,7.0,3.2,-11.0,0.064,0.155,0.239,0.508,0.148,31.0,187.96,85.728888,43,0,1996,1,16,56,11.9,2.3,1.9,-8.0,0.023,0.095,0.235,0.512,0.138,28.0,182.88,80.73937600000001,66,0,1998,1,23,70,11.2,2.1,4.6,-12.4,0.008,0.081,0.191,0.542,0.275,22.0,203.2,95.25432,59,0,2004,1,6,80,10.1,6.0,1.9,-10.5,0.091,0.146,0.158,0.5429999999999999,0.1,19.0,205.74,102.0582,0,0,2004,1,17,74,9.7,6.2,1.7,-8.9,0.08,0.178,0.182,0.506,0.1
IND,0.744,2003,25.0,210.82,109.769264,0,0,1996,1,17,78,20.1,10.0,2.1,8.3,0.08,0.247,0.3,0.489,0.119,24.0,200.66,111.583632,52,0,1999,1,16,73,18.3,5.3,3.7,8.4,0.043,0.125,0.26,0.511,0.184,24.0,205.74,113.398,0,0,1998,1,25,79,13.3,6.4,1.7,1.8,0.078,0.175,0.231,0.514,0.107,38.0,200.66,88.45044,3,0,1987,1,11,80,10.0,2.4,3.1,10.2,0.009,0.087,0.15,0.6,0.181,26.0,190.5,88.45044,40,0,2001,1,27,52,8.3,2.6,5.8,13.5,0.024,0.09,0.172,0.541,0.356
MIN,0.707,2003,28.0,210.82,108.86208,0,0,1995,1,5,82,24.2,13.9,5.0,10.4,0.092,0.298,0.294,0.547,0.233,34.0,190.5,83.91452,36,0,1993,1,24,81,19.8,3.3,7.3,10.2,0.019,0.086,0.2689999999999999,0.5660000000000001,0.354,33.0,195.58,88.45044,10,0,1992,1,24,82,16.8,3.8,3.5,7.7,0.022,0.089,0.235,0.493,0.152,27.0,200.66,106.59412,47,0,1999,1,6,28,10.2,3.1,1.2,9.1,0.045,0.105,0.218,0.539,0.1,28.0,185.42,77.11064,100,0,0,8,0,29,7.5,1.2,2.4,-4.7,0.01,0.069,0.241,0.492,0.252
SAS,0.695,2003,28.0,213.36,117.93392,62,18,1997,1,1,69,22.3,12.4,3.1,11.3,0.103,0.276,0.3,0.534,0.17,22.0,187.96,81.64656,0,1,2001,1,28,75,14.7,3.2,5.5,8.4,0.019,0.085,0.2239999999999999,0.516,0.278,26.0,198.12,95.25432,0,23,1999,2,57,77,12.8,4.5,3.8,8.7,0.043,0.128,0.217,0.536,0.218,25.0,208.28,99.79024,0,4,2000,1,16,80,9.2,4.5,1.9,12.7,0.0289999999999999,0.165,0.181,0.516,0.122,28.0,213.36,112.490816,0,24,1998,1,17,82,8.7,7.7,1.4,6.7,0.124,0.176,0.17,0.473,0.0819999999999999
LAL,0.683,2003,25.0,198.12,99.79024,0,0,1996,1,13,65,24.0,5.5,5.1,6.2,0.047,0.119,0.286,0.551,0.237,32.0,215.9,154.22128,46,0,1992,1,1,67,21.5,11.5,2.9,8.3,0.114,0.2319999999999999,0.26,0.578,0.14,35.0,193.04,81.64656,38,0,1990,1,2,82,14.6,4.2,5.5,5.8,0.0279999999999999,0.105,0.2019999999999999,0.528,0.259,40.0,205.74,117.480328,16,0,1985,1,13,42,13.2,8.7,3.9,8.1,0.051,0.237,0.193,0.555,0.185,25.0,208.28,113.398,0,21,0,8,0,68,8.3,5.0,0.8,-0.8,0.113,0.16,0.203,0.479,0.068
SAC,0.671,2003,27.0,208.28,103.872568,0,22,1996,1,14,81,24.2,6.3,2.1,6.1,0.033,0.141,0.24,0.624,0.09,31.0,208.28,111.13004,18,0,1993,1,1,23,18.7,8.7,4.6,-0.7,0.065,0.198,0.289,0.456,0.2269999999999999,26.0,185.42,86.18248,13,0,1998,1,2,82,18.4,3.4,5.4,5.5,0.026,0.077,0.2289999999999999,0.564,0.241,28.0,213.36,118.38751200000002,33,0,0,8,0,72,14.1,10.3,4.3,8.9,0.087,0.228,0.176,0.579,0.179,31.0,185.42,83.91452,25,0,1997,1,23,50,13.8,3.5,2.1,4.7,0.052,0.111,0.265,0.5379999999999999,0.171
DET,0.659,2003,26.0,200.66,87.543256,45,0,1999,1,7,78,17.6,3.6,4.0,6.9,0.033,0.0819999999999999,0.253,0.522,0.212,27.0,190.5,91.625584,101,0,1997,1,3,78,16.9,3.5,5.7,7.5,0.015,0.098,0.233,0.55,0.289,29.0,210.82,104.32616,4,0,1995,1,4,68,16.0,6.8,2.3,3.9,0.051,0.173,0.2339999999999999,0.51,0.115,24.0,205.74,97.52228,43,0,2002,1,23,82,10.3,4.8,2.3,7.3,0.04,0.124,0.156,0.536,0.122,25.0,210.82,112.944408,0,4,2001,2,37,71,9.6,5.9,1.0,7.8,0.1159999999999999,0.19,0.214,0.5379999999999999,0.081
DAL,0.634,2003,26.0,213.36,111.13004,0,13,1998,1,9,77,21.8,8.7,2.7,7.2,0.033,0.221,0.246,0.561,0.11,31.0,200.66,102.0582,54,0,1995,1,21,72,18.6,4.5,2.9,5.2,0.03,0.098,0.211,0.539,0.1169999999999999,28.0,205.74,102.0582,4,0,1998,1,4,82,14.8,6.3,0.9,6.1,0.104,0.135,0.206,0.581,0.047,30.0,190.5,88.45044,141,5,1996,1,15,78,14.5,3.0,8.8,4.7,0.024,0.073,0.193,0.59,0.37,27.0,205.74,111.13004,43,0,1996,1,6,82,14.0,8.3,4.5,2.6,0.072,0.19,0.217,0.475,0.195
MEM,0.61,2003,23.0,213.36,108.86208,0,29,2001,1,3,78,17.7,7.7,2.5,2.3,0.095,0.18,0.267,0.542,0.143,27.0,203.2,97.52228,12,0,1999,1,18,82,13.7,4.9,1.5,3.8,0.042,0.147,0.192,0.614,0.083,27.0,195.58,95.25432,94,0,1998,1,11,72,12.3,3.6,1.9,0.1,0.047,0.1119999999999999,0.263,0.476,0.136,24.0,203.2,98.883056,2,0,2000,1,5,65,11.1,3.3,3.6,3.5,0.027,0.114,0.1989999999999999,0.532,0.21,28.0,185.42,86.18248,2,0,1998,1,7,72,10.9,2.0,6.8,-0.2,0.013,0.065,0.187,0.517,0.365
